itemname	itemprice	size	brand
פסטרמה ירדן מעושנת 4	29.9		
פסטרמה מעושנת דק דק	13.9		
פסטרמה ספרדית 2% טיר	31.2		
פסטרמה צלויה על לבני	27.9		
פסטרמה שום וצ'לי 400	29.9		
פסטרמה של פעם 300 גר	28.9		
פסטרמה של פעם דק דק	12.9		
פסטרמה של פעם מעושן	26.1		
פסיפלורה מיני 300 גר	15.8		
פסק זמן במילוי וופל	9.9		
פסק זמן חלב מגדים 45	5.2		
פסק זמן מילוי וופל ו	9.9		
פפסי 1.5 לי'	6.2		
פפסי 1.5 ליטר שישייה	32.9		
"פפסי בקבוק 500 מ""ל כ"	3.8		
פפסי זירו 1.5 ליטר	6.1		
פפסי זירו 1.5לי שישי	31.9		
פפסי זירו פחית צרה 3	18.9		
פפסי מקס בקבוק 500 מ	3.6		
פפריקה הונגרית מתוקה	9.0		
פפריקה חריפה שקית 80	4.9		
פפריקה מרוקאית מתוקה	20.2		
פפריקה מתוקה 220 גרם	19.9		
פפריקה מתוקה 35 גר	8.0		
פפריקה מתוקה 80ג שקי	4.9		
פפריקה מתוקה ביטון י	21.9		
פפריקה מתוקה בשמן ב	15.1		
פפריקה מתוקה רמי לוי	9.0		
פצירה מקצועית	9.9		
פצפוצי אורז ללא מלח	12.9		
פצפוצי אורז מלא 450	21.1		
פקאן * טבעי 150גר בש	19.1		
פקאן * טבעי 280 גר ב	30.3		
פקאן * קלוי 150גר בש	15.1		
פקאן *מסוכר 150 גר ב	17.9		
פקדון 12 יח	3.6		
פקורינו פרוס 150 גר	22.9		
פקק חכם MOCONA	7.9		
פראוד חטיף חלבון בטע	12.9		
פרג שלם מיימונס 100	6.8		
פרגיות עוף ארוז קפוא	61.9		
פרגיות עוף טרי ארוז	59.9		
פרה קראנץ ביסקוויט ב	8.5		
פרודונטקס אולטרא קלי	31.9		
פרודונטקס אקטיבי מלב	36.9		
פרודונטקס אקטיבי מנט	36.9		
פרודונטקס טעם צמחי 7	31.9		
פרודונטקס מי פה 500	22.9		
פרודונטקס מלבינה 75	31.9		
פרודונטקס פלאוריד 75	31.9		
פרודונטקס פרש 75 מל	31.9		
פרוול נוזל כביסה לבג	34.9		
פרוט אנד ג'י אננס בנ	7.0		
פרוט אנד ג'י אננס תפ	7.0		
"פרוט אנד ווג' 350 מ"""	7.0		
פרוט ווטר אבטיח 1.5	7.6		
פרוט ווטר אפרסק 1.5	7.6		
פרוט ווטר בטעם אננס	7.6		
פרוט ווטר בטעם ענבים	7.6		
פרוט&ווג אננס בננה כ	10.9		
פרוט&ווג אננס תפוח ג	10.9		
פרוט&ווג מנגו תפוח 1	10.9		
פרוט&ווג' תפוז גזר 1	10.9		
פרוט&ווג' תפוז גזר 3	7.0		
פרוט&ווג' תפוח אוכמנ	7.0		
פרוטאין קולור 1 שחור	16.9		
פרוטאין קולור 7.3 דב	16.9		
פרוטאין קולור חום מס	16.9		
פרומעז גבינת עזים גל	27.9		
פרוסות גבינה סקנדינב	19.7		
פרוסות חלבה קלאסית ב	12.8		
פרוסות חלבה שוקו וני	12.8		
פרוסות לבבות דקל 220	10.5		
פרוסות מוצרלה 150 גר	14.9		
פרוסות מנגו בסירופ 4	6.8		
פרוסות נקניק ברביקיו	13.9		
פרוסות נקניק לנשנוש	13.9		
פרוסות פלפל חלפיניו	7.9		
פרוסות פפרוני לנשנוש	13.9		
פרוסות צ'דר 150 גר	19.9		
פרוסות צ'דר פיראוס 1	19.9		
פרורי לחם גריל 200גר	4.0		
פרורי לחם לבנים 400	6.0		
פרורי לחם מוזהבים 1ק	11.9		
פרורי לחם מוזהבים רמ	4.0		
פרורי לחם שומשום 200	4.0		
פרח פריכיות 100% כוס	7.9		
פרחי ברוקולי קפואים	9.9		
פרחי כרובית קפואים 7	9.9		
פרחים	29.0		
פרי חטיפים ללא גלוטן	17.9		
פרי ניר רוטב עגבניות	7.8		
פרי ניר רוטב פסטה לי	5.5		
פריגת בטעם אשכוליות	5.0		
פריגת דיאט בטעם לימו	8.2		
פריגת משקה קל ענבים	5.0		
פריגת צלול אננס 1.5	8.2		
פריגת צלול ענבים 1.5	8.2		
פריגת תפוזים 500 מל	5.0		
פרייה מים מינרלים פל	10.0		
פריכוז רוטב עגבניות	10.7		
פריכונים מאורז מלא ל	6.9		
פריכיות אורז חום מלא	8.9		
פריכיות אורז טעם ציל	8.0		
פריכיות אורז שוקולד	6.0		
פריכיות דקות אורז מל	7.0		
פריכיות הטעימות 3 דג	10.9		
פריכיות הטעימות חלבו	10.9		
פריכיות הטעימות תירס	10.9		
פריכיות חלבון קייל ח	10.0		
פריכיות כוסמת רגיל 1	8.0		
פריכיות מאורז מלא אס	6.9		
פריכיות מארז 310 ג	14.1		
פריכיות מארז חסכון 3	14.1		
פריכיות משולשות מלח	4.9		
פריכיות משולשות פלפל	4.9		
פריכיות משולשות תפוא	4.9		
פריכיות תירס בטעם או	13.9		
פריכיות תירס בטעם טב	10.9		
פריכיות תירס דקות 13	8.0		
פריכיות תירס עגבניות	10.9		
פריכיות תירס עם סויה	13.9		
פריכיות תירס עם שומש	13.9		
פריכיות תירס שומשום	8.9		
פרימוורה מעדן אוכמני	13.9		
פרימוורה מעדן משמש 2	13.9		
פרימוורה מעדן פירות	13.9		
פרימוורה מעדן פרי תו	13.9		
פרימור משקה לימונים	6.5		
פרימור משקה קל בטעם	6.3		
פרימור משקה קל לימונ	6.3		
פרימור משקה קל תות-ב	6.3		
פרימור נקטר תפוחי עץ	6.5		
פרימיום סחלב 500 גרם	14.1		
פרימלוצ'י פוסילי 500	6.0		
פרימלוצ'י פנה ריגאטי	6.0		
פרימלוצ'י קונקילייה	6.0		
פרימלוצ'י קורנטי 500	6.0		
פרינגלס ביג אורגינל	11.7		
פרינוק מחית לפתן פיר	6.0		
פרינוק מחית תפוח עץ	6.0		
פרינוק פאוץ' לפתן פי	5.9		
פרינוק פאוץ' סלט פיר	5.9		
פרינוק פאוץ' פירות ט	5.9		
פרינוק פאוץ' תפוח 12	5.9		
פרינוק פאוץ' תפוח בנ	5.9		
פרינוק פאוץ' תפוח וא	5.9		
פרינוק פאוץ' תפוח ש.	5.9		
פריניב מיץ רימונים 1	19.9		
פריניב מיץ תפוזים 1	14.9		
פריניב מיץ תפוזים ול	15.9		
פריניב שייק תות בננה	9.9		
פריניר זית ירוק גדול	9.9		
פריניר זית מושחר ללא	11.5		
פריניר זיתים חרוזית	11.5		
פריניר מלפפון בחומץ	6.0		
פריניר מלפפון במלח 1	8.0		
פריניר מרוסקות בזיל	5.5		
פריניר מרוסקות שום 2	5.5		
פריניר עגב מרוסקות A	9.9		
פריניר עגב שלמות במי	9.9		
פריניר עגב' חתוך דק	15.7		
פריניר עגבניות מרוסק	3.6		
פריניר רוטב מרוקאי 2	5.5		
פריניר רוטב עגבניות	2.4		
פריניר רוטב פיצה מרג	5.5		
פריניר רוטב פיצה פית	5.5		
פריניר רוטב פסטה קלא	5.5		
פריסקיז אקסטרא קראנץ	34.9		
"פריסקיז דגים 1.42 ק"""	34.9		
פריסקיז טייסטי דגי א	6.9		
פריסקיז כחול 7.26 קג	147.4		
פריסקיז מעדני השף 1.	34.9		
פריסקיז פאוץ' סלמון	4.9		
פריסקיז פאוצ בקר ברו	4.9		
פריסקיז פארטי מיקס מ	12.9		
פריקה 800גרם (בד'ץ)	14.1		
פרישייק בננה פסיפלור	13.1		
פרישייק פירות מנגו ב	13.1		
פרישייק תות בננה ותמ	13.1		
פרישלוק מחית תפוח בנ	9.9		
פרישלוק מחית תפוח גז	9.9		
פרכיות 165 גרם	7.0		
פרכיות משולשות בטעם	4.9		
פרמזן גבע מגורדת 23%	12.9		
פרמזנו מגורדת וילי פ	14.5		
פרמידה סוכריות בטעם	15.9		
פרמייר אמרלד ריזלינג	27.9		
פרמייר קברנה סוביניו	27.9		
פרנה עגולה 2יח	20.2		
פרנות 4 בשקית	14.8		
פרסה כרישה ארוז	8.9		
פרסיל ג'ל 2.5 ליטר ב	32.9		
פרסיל ג'ל 2.5ליטר בי	32.9		
פרסיל ג'ל 2.5ליטר יר	32.9		
פרסיל ג'ל 2.5ליטר קו	32.9		
פרסיל ג'ל לכביסה כהה	32.9		
פרסיל דיסקס אקספרט ל	49.9		
פרפקטו לזניה אסם 500	9.9		
פרפקטו פסטה מצ'י פצ'	9.9		
פרפקטו פסטה פטוצ'יני	6.9		
פרפקטו פסטה פפארדלה	9.9		
פרפקטו פסטה קונצ'ילי	9.9		
פרפקטו רוטב לפסטה ע	11.9		
פרפקטו רוטב עגבניות	11.9		
פרצל'ס מסובבים עם בצ	9.0		
פרצל'ס מסובבים עם דב	9.0		
פררו ביצת הפתעה שלשי	16.0		
פררו קולקשין 269 גר	50.9		
פררו רושה שוקולד חלב	15.9		
פררו רושה שוקולד לבן	15.9		
פררו רושה שוקולד מרי	15.9		
פררו רושר 375 גרם	49.9		
פררו רושר קונוס 212.	42.9		
פרש אוטומטי מילוי או	12.9		
פרש הום נוזלי לתינוק	9.9		
פרש הום ניקוי ובישום	11.9		
פרש וואנס מתכלת 1/3	13.0		
פרש וואנס נייר טואלט	13.0		
פרש מבשם אויר אוטומט	12.9		
פשקז חמצוצים 4 צבעים	11.5		
פשקז חמצוצים בטעם קו	6.9		
פשקז חמצוצים בטעם תפ	6.9		
פשקז חמצוצים פטל 100	11.5		
פשקז חמצוצים רחב צבע	13.9		
פשקז חמצוצים תות 100	11.5		
פשקז חמצוצים תות 50	6.9		
פת פריכה קמח שיפון 2	15.0		
פת קרקר 7 דגנים 340ג	13.1		
פת קרקר מחיטה מלאה 3	13.1		
פת קרקר סגנון שוודי	13.1		
פתי בר 500גר רמילוי	7.9		
פתי בר אורגני מקמח כ	22.9		
פתי בר אצבעות בטעם ש	11.9		
"פתי בר לל""ג שוקו 200"	8.9		
פתי בר פינוקי וניל 2	11.9		
פתי בר פינוקי שוקולד	11.9		
פתי בר פינוקים בראונ	10.8		
פתי בר פינוקים שחור	11.9		
פתי בר קלאסי 500 גר	8.9		
פתי בר קרמל אסם 500	8.9		
פתי בר שוקו 500 גר ר	8.9		
פתיבר פחות סוכר 500	8.9		
פתיל צף מתומן כ-50 י	3.5		
פתיל צף מתומן לא מו	3.9		
פתיל צף עגול מוכן (5	5.9		
פתיליות עגולות לשמן	2.9		
פתית 6 דגנים תלמה 25	16.9		
פתית חיטה מלאה תלמה	16.9		
פתית שוודי תלמה 300	16.9		
פתיתי שיבולת שועל קו	10.9		
פתיתי תיריס קלויים ל	11.9		
פתיתים 3 צבעים 500 ג	4.8		
פתיתים אורז רמי לוי	4.8		
פתיתים אפויים אורז א	4.9		
פתיתים אפויים אורז ס	5.8		
פתיתים אפויים אורז ע	4.9		
פתיתים אפויים טבעות	4.9		
פתיתים אפויים כוכבים	4.9		
פתיתים אפויים קוסקוס	4.9		
פתיתים חישוקים 500 ג	4.8		
פתיתים עם בצל 400 ג	4.8		
פתיתים קוסקוס רמי לו	4.8		
צ'דר 210 גר	21.9		
צ'דר פרוס 350גר	16.0		
צ'ופסטיקס צפצפה - 20	6.3		
צ'וקולטה עוגות אישיו	13.1		
צ'וקולטה עוגיות סנדב	7.0		
צ'וקטה חתיכות בייגלה	13.0		
צ'וקטה עוגות אישיות	11.8		
צ'וקטה קרקרים במליחו	14.1		
צ'וקטה קרקרים מלוחים	14.1		
צ'וקטה שוקולד מריר 7	11.9		
צ'וריסוס 500 גר רמי	28.2		
צ'יטוס אפוי כאפה בטע	3.9		
צ'יטוס פופס 60 גרם	3.7		
צ'ילי גרוס 70ג רמילו	9.8		
"צ'יפס אמריקאי 1.5 ק"""	25.0		
צ'יפס חומוס ללא גלוט	11.9		
צ'יפס חטיף תפוא 50 ג	3.5		
צ'יריו פסאטה במרקם ע	11.1		
צ'יריוס האני חטיף דג	14.9		
צבע מאכל אדום 50 גר	3.6		
צבע שיער פאלטה סמי ק	19.9		
"צבעי שיער ""פלטה"""	19.9		
צבר חומוס גרגירים בט	13.9		
צבר חומוס טחינה 400	13.9		
צבר חומוס עם זעתר 37	11.5		
צבר חומוס עם חריף 37	11.5		
צבר חציל על האש היתר	14.9		
צבר סלט טורקי 360 גר	14.9		
צבר סלט מטבוחה חריפה	11.9		
צדפוני בטעם שוקולד 5	15.1		
צהובה טבעונית טעם מע	24.9		
צוקטה ממרח אגוזי לוז	14.1		
צוקטה עוגות אישיות ו	10.9		
צוקטה עוגות אישיות ק	14.8		
צוקטה עוגות מגולגלות	11.8		
צוקטה עוגיות סנדביץ	7.5		
צוקטה קידס ביסקויט מ	10.0		
צוקטה שוקולד מריר 48	31.9		
צוקטה שוקולד מריר 60	9.0		
צידנית סל שומר קור ג	39.9		
צידנית סל שומר קור מ	39.9		
ציזיקי פיראוס 9% שומ	12.9		
ציטוס גבינה 80 גר	4.6		
ציטוס פופס 160 גר	7.8		
ציטוס פופס 55 גר	3.9		
ציטוס פופקורן 60 גר	3.9		
ציטוס קראנץ 80 גר	4.6		
צימוק * בהיר 300 גר	13.1		
צימוק * כהה 300 גר ב	13.1		
צימוק אוזבקי 300 גר	16.1		
צימוקים בשקית 198 גר	21.9		
צינור אמבט שחור 2 מט	24.9		
צינור גמיש לאמבטיה 1	19.9		
ציפוי לשניצל פז 500	28.9		
ציפוי לשניצל פז טחון	28.9		
"ציפס אמריקאי 1.5 ק""ג"	22.2		
ציפס ברביקיו 45 גר	3.9		
ציפס זיג זג למיקרולג	7.0		
ציפס זיגזג רמי לוי 1	15.1		
ציפס סטיק רמי לוי 2	29.2		
ציפס צ'ילי 45 גר	3.9		
"ציפס קלאסי 1.5 ק""ג"	25.0		
ציפס קלאסי 800 גרם ר	12.1		
ציפס קלאסי רמי לוי 2	27.7		
ציר בקר קנור 300 גרם	25.9		
צלחות 25 יחידות	7.9		
צלחות 7 25 יחידות	3.9		
צלחות אובליות קרם רמ	3.9		
צלחות בלה 10.4' (10	22.9		
צלחות בלה 10.4' (10י	22.9		
צלחות בלה 10.4' מנטה	22.9		
צלחות בלה 7.5' מנטה	14.9		
צלחות בלה 9' מנטה זה	16.9		
צלחות חד פעמי 100 יח	21.9		
צלחות חד פעמיות גדול	7.9		
צלחות לבנות גדולות ק	21.9		
צלחות לבנות עבות במי	19.9		
צלחות קטנות לבן 50 י	5.9		
צלחות קריסטל שקוף ענ	29.9		
צלחת 10	8.9		
צלחת 10' זהב (25 יח'	8.9		
צלחת 10' כסף (25 יח'	8.9		
צלחת 9	7.9		
צלחת PEARL פרל 10' ש	21.9		
צלחת PEARL פרל 7' שק	14.9		
צלחת איטלקית גדולה	10.9		
צלחת בינוני רמי לוי	7.9		
צלחת בינונית איכותית	7.9		
"צלחת זכוכית 20 ס""מ"	5.9		
צלחת מלימין בינונית	5.9		
צלחת מלמין 10' סטיטץ	8.9		
"צלחת מלמין 8"" דרדסים"	7.9		
צלחת מלמין 8' סטיטץ'	6.9		
צלחת מרכזית רמי לוי	12.9		
צלחת עגולה בינונית (	15.9		
צלחת עגולה גדולה (10	17.9		
צלחת עמוקה זכוכית	3.9		
צלחת פולי פרימיום פס	12.9		
צלחת קטנה איכותית זה	3.9		
צלחת קטנה איכותית קר	3.9		
צלחת קטנה מעוצבת 10	10.9		
צלחת קרם 100 יח	21.9		
צלחת רטרו זכוכית 15	3.9		
צלחת ריבועית גדולה (	17.9		
צלחת שקוף 25 יחידות	4.9		
צלי ברשת ארוז ואקום	54.9		
צלי כתף 5 בקר קפוא ח	72.9		
צלי כתף DEVESA	109.9		
צלי כתף קפוא מס 5 חל	89.9		
צלי עגל ארוז ואקום	54.9		
צלעות בקר DEVESA	79.9		
צלעות צרכני קפוא חלק	50.5		
צלפים במי מלח 350 גר	12.6		
צלפים במי מלח וילי פ	11.8		
צמד חמד יחיעם	31.3		
צמד חסות רמי לוי	9.9		
צמד כפרי ברביקיו ודב	28.9		
צמד מברשות שיניים 12	24.5		
צמד פטריות איטלקי מר	17.9		
צמד פטריות מרינה	17.9		
צמד פילטרים מקסטרה	125.0		
צמד פסטרמות 600 גרם	31.3		
צמות גבינה חצי קשה 2	16.9		
צמח/חצי צל	19.0		
צמקאו בטעם שוקלד מרי	9.9		
צמקאו לבן 300 גר	9.9		
צמר גפן 100 גר	5.2		
צמר גפן פרוס בלונס 1	6.9		
צמר פלדה רמי לוי 100	2.9		
צמר פלדה רמי לוי 350	9.0		
צמרוני אוזניים בלונס	6.9		
צמרוני אוזניים צבעונ	6.0		
צמרוני אוזניים תינוק	6.9		
צמרוני עץ רמי לוי 10	1.9		
צמרוני עץ רמי לוי 30	3.9		
צמרוני עץ רמי לוי 40	4.9		
צמרוני פלסטיק	5.9		
צמרוני פלסטיק מרובע	4.9		
צמרוני פלסטיק רמי לו	5.9		
צנובר * 150 גר בקופס	30.3		
צנוניות ארוז שקית	4.9		
צנימים 250 גרם	8.6		
צנצנת ביג בזוקה צ'יק	13.9		
צנצנת גולים 180 גר	10.0		
צנצנת גולים ענק 180	10.0		
צנצנת זכוכית עם מכסה	14.9		
צנצנת מסטיק בזוקה 58	8.9		
צנצנת ציקלט 250 גר	13.1		
צפתית בקר 5% שומן	49.0		
צפתית מעודנת 5% 200	15.9		
צפתית מעודנת פיראוס	16.3		
צפתית פיראוס 5% שומן	16.3		
ק.סבון פילינג לפנים	13.9		
קאווה איבריקה לבן יב	35.9		
קאייגה סלמון ברוטב ע	11.9		
קאפוטו קמח ללא גלוטן	29.9		
קאפוטו קמח לפיצה שף	13.9		
קארי 100ג רמילוי	7.8		
קבב 100% אמיתי טיבון	18.0		
קבב אנגוס עגול 500 ג	23.2		
קבב אנטריקוט קצבים ע	28.9		
קבב בטעם מזרחי רון י	28.2		
קבב גמבו מזרחי 600גר	39.9		
קבב דווסה 320 גר	19.5		
קבב טלה רון יוחננוב	28.2		
קבב טעם עיראקי 500גר	28.2		
קבב טעם רומני 500גר	28.2		
קבב יווני טיבון ויל	18.0		
קבב כבש טיבון ויל 50	18.0		
קבב מזרחי טיבון ויל	18.0		
קבב רומני טיבון ויל	18.0		
קבבונים אל גאוצ'ו 40	23.2		
קבוקים 150 גר בשקית	5.0		
קבנוס 120 גרם (10) ט	10.9		
קבנוס 135ג רמילוי	10.7		
קבנוס בטעם שום זוגלו	10.9		
קבנוס בתיבול שום 120	10.9		
קבנוס זוגלובק 135 גר	10.9		
קבנוס חריף מעושן 120	10.9		
קבנוס מחפוד זוגלובק	10.9		
קבנוס מעודן 135 ג	10.9		
קבנוס עוף 125גר	13.9		
קבנוס עם צ'ילי חריף	10.9		
קבנוס פיקנטי 120 גרם	10.9		
קבנוס פפרוני קלאסי 1	13.9		
קבנוס צ'ילי 125 גר	13.9		
קברנה סובניון אימפרש	49.4		
קברנה סובניון ויזון	39.3		
קברנה סובניון סדרת י	21.5		
קדאיף שערות בצק 450	21.9		
קואדרטיני שוקו חלב 2	16.9		
קובה אדום 800 גר'	30.3		
קובה חמוסטה 600 גר ר	11.9		
קובה חמוסטה 800 גרם	30.3		
קובה חמוסטה יסמין 1	57.4		
קובה חמוסטה עטרת יסמ	59.9		
קובה למרק 600 גר רמי	11.9		
קובה למרק גורמה יסמי	46.8		
קובה מטוגן 600 גר רמ	11.9		
קובה מטפוניה במילוי	49.9		
קובה נבולסיה 600 גר	30.3		
קוביות אפיפית ללא גל	16.9		
קוביות בולגרית מעודנ	23.7		
קוביות בזיליקום קצוץ	9.5		
קוביות בטטה 800 ג	20.1		
קוביות וופל בטעם וני	16.9		
קוביות וופל בטעם קקא	16.9		
קוביות וופל טירמיסו	16.9		
קוביות וופל קרם וניל	15.8		
קוביות חציל בטחינה 2	9.0		
קוביות כוסברה קצוצה	9.5		
קוביות מעדן פטה מעדנ	71.0		
קוביות סלק 200 גר	10.9		
קוביות סלק 400 גרם	14.9		
קוביות פטה עיזים מעו	32.1		
קוואקר אורגני הרדוף	11.1		
קוואקר שיבולת שועל פ	11.9		
קוואקר שיבולת שועל ש	12.7		
קוויק מגבונים לניקוי	8.0		
קוויק מטליות לחות לנ	8.0		
קוויק שקיות אשפה L ע	17.9		
קוטג' 5% 375 גר	8.9		
קוטג' 5% שומן 250 גר	6.7		
קוטג' תנובה 1% שומן	5.9		
קוטג' תנובה 12% שומן	6.2		
קוטג' תנובה 3% שומן	5.9		
קוטג' תנובה 5% שומן	5.9		
קוטג' תנובה 9% שומן	5.9		
קוטג' תנובה בקטנה 5%	2.8		
קוטג' תנובה עם זיתים	6.9		
קוטג' תנובה עם שום ש	6.9		
קוטל זבובים ויתושים	19.9		
קוטל זוחלים K500 סנו	19.9		
קוטל חרקים K רב קוטל	19.9		
קוטל חרקים K2000 ללא	28.9		
קוטל חרקים K300 סנו	19.9		
קוטל חרקים K300 פלוס	19.9		
קוטל מעופפים K-400 ס	19.9		
קוטקס מגן תחתון 52 י	18.1		
קוטקס מגן תחתון 60 י	18.1		
קוטקס תחבושות יאנג 2	18.1		
קוטקס תחבושות כותנה	18.1		
קולגייט אדומה הגנה מ	7.9		
קולגייט טוטאל ג'וניו	14.9		
קולגייט טוטאל הלבנה	16.9		
קולגייט טוטאל זוג 20	29.9		
קולגייט טוטאל משחת ש	19.9		
קולגייט טוטאל פסים מ	16.9		
קולגייט טוטל אנטי אב	16.9		
קולגייט מברשת 360 של	23.9		
קולגייט מברשת ילדים	9.9		
קולגייט מברשת שיניים	24.9		
קולגייט מי פה טוטל י	19.9		
קולגייט מי פה טוטל כ	19.9		
קולגייט מקס וויט וקר	17.9		
קולגייט מקס פרש וקרי	17.9		
קולגייט משחת שיניים	16.9		
קולגייט סמיילס ברבי	11.9		
קולגייט סמיילס לילדי	11.9		
קולה זירו 1ליטר בודד	6.5		
קולה זירו רביעייה 1	19.9		
קולה רביעייה 1 ליטר	19.9		
קולון 101 אבקת כביסה	58.9		
קולון ג'ל 2.5 לי רגי	29.1		
קולון ג'ל 4 ליטר ירו	38.9		
קולון ג'ל 4 ליטר כחו	38.9		
קולון ג'ל 4לי ניחוח	38.9		
קולון מנקה מכונה רגי	24.1		
קולון קפסולות לכביסה	31.9		
קולור נטורלס גוון 1	19.9		
קולור נטורלס גוון 3	19.9		
קולור נטורלס גוון 4.	19.9		
קולור נטורלס גוון 6.	19.9		
קולור נטורלס גוון 7	19.9		
קולור נטורלס גוון 7.	19.9		
קולורבי	7.8		
קולסלאו אחלה 500 גרם	14.9		
קולפן מקצועי רב שימו	19.9		
קולפן פטנט 3 מצבים	19.9		
קולפן פרות וירקות	9.9		
קולפן קישואון מעוצב	9.9		
קומקום זכוכית לבן 1.	99.9		
קומקום זכוכית לבן 2.	89.9		
קומקום זכוכית שחור 2	89.9		
קומקום חשמלי אדום 2	59.9		
קומקום חשמלי פרמיום	29.9		
קומקום חשמלי שחור 2	59.9		
קונוסים מבצק עלים 12	16.5		
קונפיטורה ארבע פירות	22.9		
קונפיטורה דובדבנים 3	8.0		
קונפיטורה דובדבנים 7	13.9		
קונפיטורה חבושים 380	8.0		
קונפיטורה תות 370 גר	22.9		
קונפיטורת אוכמניות כ	12.9		
קונפיטורת אוכמניות ל	19.9		
קונפיטורת אפרסק בון	22.9		
קונפיטורת משמש לחיץ	15.9		
קונפיטורת פירות יער	12.9		
קונפיטורת תות 340 גר	12.9		
קונפיטורת תות לחיץ 3	15.9		
קונפיטורת תות לייט 3	18.5		
קוסקוס בינוני 1קג שק	14.8		
קוסקוס בינוני 350 גר	5.0		
קוסקוס בינוני אסם 35	8.0		
קוסקוס בינוני רמי לו	5.0		
קוסקוס דק 350 גרם סו	5.0		
קוסקוס דק אסם 350 גר	8.0		
קוסקוס דק הנמל 350 ג	4.5		
קוסקוס דק רמי לוי 35	5.0		
קוסקוס מלא 350 גרם ס	5.0		
קוסקוס מלא הנמל 350	6.3		
קוסקוס עבה 350 גרם ס	5.0		
קוסקוס עבה הנמל 350	4.5		
קוסקוס עבה רמי לוי 3	5.0		
קוסקוס רגיל הנמל 350	4.5		
קופסאות אחסון 1 ליטר	8.9		
קופסאת אחסון 2 ליטר	8.9		
קופסה אקריליק לאחסון	35.9		
קופסה אקריליק מרובעת	24.9		
קופסת אוכל מחולקת BP	15.9		
קופסת אוכל מחולקת עם	29.9		
קופסת אחסון 0.65 ליט	9.9		
קוקה קולה 1ליטר בודד	6.5		
קוקה קולה 6*1.5 ליטר	45.9		
קוקה קולה זירו 6*1.5	45.9		
"קוקה-קולה 500 מ""ל"	5.8		
קוקה-קולה בקבוק 1.5	8.2		
קוקה-קולה דיאט בקבוק	8.2		
קוקה-קולה זירו בטעם	8.2		
קוקה-קולה זירו בקבוק	8.2		
קוקה-קולה זירו נטול	8.2		
קוקו פבלס דגני בוקר	22.1		
קוקומן חום לבן 20%פח	21.9		
קוקומן כדורים בדצ 37	21.9		
קוקוס	3.8		
קוקוס * מיובש 160גר	14.1		
קוקוס טחון	32.4		
קוקוס טחון 120גר רמי	4.8		
קוקוס טחון 500גר רמי	14.9		
קוקוס טחון לבן מיימו	4.9		
קוקוס לבן 400 גרם	14.9		
קוקטייל בלו לאגון 33	9.9		
קוקטייל טומי 330 מל	9.9		
קוקטייל טרופי 460 גר	9.9		
קוקטייל מוחיטו 330 מ	9.9		
קוקטייל מרגריטה אבטי	9.9		
קוקטייל סאן און דה ב	9.9		
קוקטייל פינה קולדה 3	9.9		
קוקטייל פירות 5 פירו	9.9		
קוקטייל פירות 820גר	9.0		
קוקטייל פירות בכוסות	11.1		
קוקטייל קוסמופוליטן	9.9		
קוקי ניילון נצמד עם	9.9		
קוקי נייר עטיפה לסנד	12.9		
קוקיס שוקולד חלב	52.0		
קורונה מארז שישיה 6*	39.9		
"קורני ""פרי ""עם שוקול"	14.9		
קורני בייס נאטס 150	14.9		
קורני בייס סוויט אנד	14.9		
קורני בייס קוקי קרם	14.9		
קורני בייס קרמל אנד	14.9		
קורני בייס שוקולד חל	14.9		
קורני בייס שוקולד מר	14.9		
קורני עם שוקולד חלב	14.9		
קורנישון 26-34 יח 36	13.0		
קורנישון מיני 370 גר	13.0		
קורנישון מיני פיקנטי	13.0		
קורנית שדות בעמק	6.9		
קורנפלור 200גר רמילו	3.0		
קורנפלור 400 גר.	6.9		
קורנפלור 500 גרם הנמ	6.0		
קורנפלור מיימונס 200	4.2		
קורנפלקס 311 גר בוב	22.9		
קורנפלקס 750 גרם רמי	14.9		
קורנפלקס אלופים 5*30	13.9		
קורנפלקס אלופים תלמה	19.9		
קורנפלקס דליפקאן 400	23.9		
קורנפלקס ללא גלוטן ת	17.9		
קורנפלקס נגיעות דבש	19.9		
קורנפלקס קמח מלא בד'	19.9		
קטשופ 750גר רמילוי	8.9		
קטשופ אסם 56% פחות ס	10.9		
קטשופ אסם 750 גרם	10.9		
קטשופ היינץ 435 גר	11.6		
קטשופ היינץ 700 גרם	14.9		
קטשופ חריף אסם 750 ג	11.9		
קידס אל סבון ושמפו ו	16.9		
קיווי	34.9		
קיווי גרין	17.8		
קיווי סאן גולד כ-500	17.8		
קינדר בואנו ביצים 80	13.7		
קינדר בואנו לבן בודד	4.9		
קינדר בואנו לבן שליש	13.9		
קינדר בואנו מיני 18י	14.9		
קינדר ביצת הפתעה שלי	16.0		
קינדר בצורת קלפים 12	15.9		
קינדר דליס מארז עשיר	23.5		
קינדר טאונקי 90 גר	12.7		
קינדר שוקובון 125 גר	15.5		
קינדר שוקולד מיני 12	12.9		
קינדר שוקולד מקסי 12	11.9		
קינדר שוקולד עם דגני	9.1		
קינדריני 250גר	19.5		
קינואה 400גר	10.0		
קינואה 450 גר רמי לו	10.0		
קינואה 500 גרם סוגת	14.9		
קינואה 500ג רמי לוי	12.1		
קינואה אדומה 500גר ס	14.9		
קינואה אורגנית 400 ג	20.2		
קינואה מעורבת אורגני	19.9		
קינואה רויאל אורגני	17.9		
קינוחי עדן בוואריה ח	7.5		
