itemname	itemprice	size	brand
"צנצנת בזוקה ענבים לל""ס 66 גר"	11.5		
צנצנת בזוקה פופים קלאסי 58 גר	11.5		
צנצנת מסטיקים ספירמינט מגדים ציקלט 66 גר	11.5		
צנצנת מסטיקים ריח פה ציקלט 66 גרם	11.5		
צנצנת סטוגוני 0.15	13.9		
צנצנת קוביות ספירמינט 58 גר מאסט	11.5		
צנצנת קוביות קולה חמוץ 60 גר	11.5		
צנצנת קוביות תות 58 גרם	11.5		
צעצוע אווז לכלב	39.9		
צעצוע בובה 1 עם ממתק סוויט בוקס 10 גר	15.5		
צעצוע בובה 2 עם ממתק סוויט בוקס 10 גר	15.5		
צעצוע בובה 3 עם ממתק סוויט בוקס 10 גר	15.5		
צעצוע למה לכלב	49.9		
צעצוע מאשה והדוב 5 עם ממתק סוויט בוקס10ג	15.5		
צעצוע מקל לכלב	29.9		
צעצוע נחש קוברה לכלב	39.9		
צעצועים	10.0		
צפתית במים 5% במשקל	59.0		
צפתית מיני 5% 350 גרם	25.5		
צפתית מעודנת 5% במלח ים טבעי 200גר	17.9		
צפתית פיראוס 5% 200 גרם	17.5		
צפתית קשה 5%	103.0		
צריוס האני נאט פרווה 500 גרם	23.9		
ק.קולה זירו פרידגפק סליק 330 מל שישייה	24.9		
"קאברד ברידג חטיף תפו""א ברביקיו מתוק 170"	28.9		
"קאברד ברידג חטיף תפו""א גלי מלח ים 170 ג"	29.9		
"קאברד ברידג חטיף תפו""א חלפניו מתוק 170ג"	28.9		
"קאברד ברידג חטיף תפו""א מתובל 170 גרם"	29.9		
קאווה קודורניו יין לבן מבעבע חצי יבש 750	44.9		
"קאסטלו די ברוליו 750 מ""ל"	269.9		
קאפיר 3% 1 ליטר	15.5		
"קאפיר 500 מ""ל"	8.6		
קארי טחון אורגני 52 גר קנהמלה	19.9		
קארי מסאלה 1במשקל	90.0		
קאשקבל במשקל	159.0		
קבב 500 גרם	36.9		
קבב ביתי 600 גרם הקצביה	36.9		
קבב טלה וצנובר 500 גרם	36.9		
קבב מהצומח 350 גרם טבע דלי	29.9		
"קבב מזרחי 1 ק""ג אבי נחום"	83.9		
קבב מזרחי 600 גרם זילבר	45.9		
"קבב עם שומן כבש 1 ק""ג אבי נחום"	83.9		
קבב עם שומן כבש 600 גרם זילבר	44.9		
"קבב רומני 1 ק""ג אבי נחום"	83.9		
קבב רומני 600 גרם זילבר	47.9		
קבב רומני מרעה גולן 700 גרם	79.9		
קבבונים אל גאוצו 400 גר	24.9		
קבוקים 200 גרם ששון וקולה	9.3		
קבנוס בטעם פיקנטי טירת צבי 120 גר	11.9		
קבנוס במשקל בואקום	95.0		
קבנוס בתיבול מעושן טירת צבי 120 גרם	11.9		
קבנוס זילבר במשקל	105.0		
קבנוס חריף מעושן טירת צבי 120 גרם	11.9		
קבנוס טירת צבי 120 גר	11.9		
קבנוס כפרי 250 גרם מזרע	21.9		
קבנוס מזרע	133.0		
קבנוס מיוחד 160 גרםטירת צבי	19.9		
קבנוס עגל 250 גר	31.9		
קבנוס ציידים 200 גרם	31.9		
קבנוס קלאסי 210 גר	38.9		
קברנה מרלו אדום יבש 750 מל סלקטד	32.9		
"קברנה סוביניון אדום יבש 375 מ""ל"	24.9		
קברנה סוביניון אדום יבש 750 מל סלקטד	32.9		
"קברנה סוביניון פאמילי קולקשן 750 מ""ל"	109.9		
"קברנה סובניון אדום חצי יבש 750 מ""ל P.C"	46.9		
קו-אנזים Q-10 60 מג	199.9		
קואדרטיני וניל 250 גר	17.9		
"קוארפו פינה קולדה 700 מ""ל"	72.9		
"קוארפו קוקטייל מוחיטו 750 מ""ל"	70.9		
קובה במילוי טחון מהצומח 400 גרם	29.9		
קובה בשר 500 גרם שלושת האופים	16.9		
קובה למרק 600 גרם שלושת האופים	16.9		
קוביות בולגרית מעודנת 16% גד 200 גרם	24.9		
קוביות בולגרית מעודנת 5% 200 גר	19.9		
קוביות בולגרית מתובלות 200 גר	21.9		
קוביות גלינה בלנקה בקר על עצם 80 גר	17.5		
קוביות גלינה בלנקה עוף עם ירק 80 גר	17.5		
קוביות חזה עוף לולו	65.9		
קוביות לגולש עגל טרי	82.9		
קוביות מעדן פטה במשקל	88.0		
קוביות סוכר לבן 750 גרם TEREOS SUCRES	32.9		
קוביות סלמון 100% דג קפוא 300 גרם	39.9		
קוביות סלק 200 גר	13.2		
קוביות פטה עיזים 9% 250 גרם	38.5		
"קוביות קרח 2 ק""ג"	11.9		
קוביות שום צילי חריף דורות 80 גר	15.5		
קוביות שייטל טרי לשיפודים	114.9		
קוביות שריר לקדירה טרי	69.9		
קובץ תשבצים	34.9		
קובץ תשחצים	34.9		
"קודורניו קאווה קלאסיקו יבש 750 מ""ל"	44.9		
קוואס ביתי 2 ליטר	20.2		
קוואקר 500 גרם שקית	14.5		
קוואקר אורגני דק 500 גרם	12.4		
קוואקר אורגני הרדוף 500 גר	11.9		
קוואקר אורגני עדין 500 גר	11.9		
קוואקר דק אורגני עתיד ירוק 500 גרם	11.9		
קוואקר דק ללא גלוטן 400 גרם נוטרה זן	26.9		
קוואקר עבה אורגני 500 גר	12.9		
קוואקר עבה אורגני 500 גרם	13.9		
קוואקר עבה טבעי 500 גרם תבאות	8.3		
קוואקר שיבולת שועל פחית 500 גר	13.9		
קוויאר אדום מאצות ים 100גר	13.9		
קוויאר אדום מאצות ים 120גר	13.9		
קוויאר בפחית 95 גר	36.9		
קוויאר פחיות 140 גר	50.9		
קוויאר שחור מאצות ים 100גר	13.9		
קוויאר שחור מאצות ים 120גר	13.9		
"קווס ""לידסקיי"" כהה 1.5 ליטר"	14.1		
"קווס ""לידסקיי"" לבן 1.5 ליטר"	14.1		
"קווס ""לידסקיי"" לחם 1.5 ליטר"	14.1		
קווקר 500 גרם	9.3		
קווקר פתיתי שיבולת שועל דקה 500 גר	9.0		
קווקר פתיתי שיבולת שועל עבה 500 גר	9.0		
קוורציטין קומפלקס	229.9		
קוטג 12% תנובה 250 גרם	6.9		
קוטג 3% 250 גרם	6.1		
קוטג 5% 250 גר	6.7		
קוטג 5% מועשר 250 גרם	6.3		
קוטג בקטנה 5% 100 גר	3.2		
קוטג תנובה 1% 250 גרם	6.1		
קוטל נמלים	21.9		
קוטל נמלים בבית ובחצר K3 פיתיון גל 10 גר	54.9		
קוטקס יאנג לילה 20 יח	20.9		
קולאז ברי בחפיסה 125 גרם	25.3		
קולאז עיזים פרומעז גליל 200 גרם פיראוס	31.4		
קולאז קממבר עין גדי 125 גרם	29.3		
קולאז קצקבל גלעד במשקל	173.0		
קולאז קשקבל גלעד פלח 200 גר	31.2		
קולאז רוקפור גליל במשקל-חריץ	162.0		
קולאז רוקפור גליל פלח 140 גר	26.3		
קולגיט טוטל משחת שיניים נגד אבנית 100 מל	18.9		
קולגייט אדומה הגנה מקסימלית 100	12.5		
"קולגייט אדומה הגנה מקסימלית 100 מ""ל*2 בי"	23.9		
"קולגייט אופטיק וויט אוקסיגן 50 מ""ל"	52.9		
"קולגייט אופטיק וויט סגול 75 מ""ל"	29.9		
קולגייט אופטיק וייט מסייע להסרת כתמי שינ	29.9		
"קולגייט טוטאל גוניור 50 מ""ל"	18.9		
"קולגייט טוטאל הגנה פעילה הלבנה 100 מ""ל"	18.9		
קולגייט טוטאל משחת שיניים אורגינל 100 מל	18.9		
קולגייט טוטאל משחת שיניים אוריגינל 75 מל	15.5		
קולגייט מברשת אופטיק וויט זוג לאוהבי קפה	40.9		
קולגייט מברשת שיניים 360 אופטיק וייט זוג	40.9		
קולגייט מברשת שיניים גנטל קלין סנסיטיב	39.9		
קולגייט מברשת שיניים מיניונים סוללות	54.9		
קולגייט מברשת שיניים פרימייר קלין רביעיה	18.9		
קולגייט מי פה טוטל ירוק 500 מל	38.9		
"קולגייט מי פה מיניון 250 מ""ל"	15.4		
קולגייט מקס וויט יהלומים	14.9		
קולגייט משחה מקס פרש כחול 125 מל	18.5		
קולגייט משחת אופטיק וייט פחם כשלפ 75 מל	29.9		
קולגייט משחת מקס וייט 125 מל	18.5		
קולגייט משחת שיניים מנטה מרעננת 100 מל	18.9		
קולגייט סנסיטיב לשיניים רגישות 75 מל כשל	24.9		
"קולגייט פלאקס ללא אלכוהול 500 מ""ל מי פה"	38.9		
"קולגייט שטיפת פה אופטיק וויט 500 מ""ל"	38.9		
קולגן סקין א.קולגן+חומצה היאלרונית+ביוטי	209.9		
קולה ZERO לימון 1.5	8.5		
קולה ZERO נטול 1.5 ל	8.5		
קולון קפסולות גל לכביסה 28 יחידות	38.9		
קולור קאצר 10 דפים	16.9		
קולור קאצר 18 דפים	24.9		
קולור קאצר 22 דפים	25.9		
קולסלאו 500 גר	16.5		
קולרבי	9.9		
קומפלקס ויטמין קיי 2 + די 400	81.9		
קומקום חשמלי יונדאי אדום 2 ל	93.9		
קונדישינר הד&שולדרס למגע רך כמשי 275מל	18.9		
"קונדישנר פנטן הנוסחה הקלאסית 600 מ""ל"	19.9		
"קונדישנר פנטן לחות מוגברת 600 מ""ל"	19.9		
קונטיזקה קאנטלופי פרימיטיבו סאלנטו 750 מ	60.9		
קונטיזקה קוואטרו קונטי פרימיטיבו 750 מל	54.9		
"קוניאק VS דה לוז 700 מ""ל"	149.9		
"קוניאק VS לואי רוייה 700 מ""ל"	149.9		
"קוניאק VSOP קורבזייה 700 מ""ל"	219.9		
"קוניאק הנסי 40% 700 מ""ל V.S.O.P"	264.9		
"קוניאק הנסי 700 מ""ל VS"	149.9		
"קוניאק הנסי 700 מ""ל VSOP"	264.9		
"קוניאק הנסי XO מארז מתנה 700 מ""ל"	829.9		
"קוניאק לואי רוייה 700 מ""ל VSOP"	189.9		
"קוניאק מיוקוב 700 מ""ל V.S.O.P אריזה"	209.9		
"קוניאק מרטל V.S 700 מ""ל"	149.9		
קוניאק ניקול במשקל מניה	169.0		
"קוניאק קורבזייה 700 מ""ל V.S"	149.9		
"קוניאק רמי מרטין 700 מ""ל V.S.O.P"	249.9		
"קוניאק רמי מרטן 1738 700 מ""ל"	279.9		
קונפיטורה 70% דובדבן חמוץ 454 גרם	17.9		
קונפיטורה 70% פירות יער 450 גרם	17.9		
קונפיטורה 70% פרי משמש 450 גר	17.9		
קונפיטורה 70% שזיפים 450 גר	17.9		
קונפיטורה 70% תות שדה 454 גרם	17.9		
קונפיטורה אפרסק רוסמן 900 גרם	26.9		
קונפיטורה בון מאמן דומדמניות שחורות 370ג	24.9		
קונפיטורה בטעם דובדבן 370 ג BONNE MAMAN	24.9		
קונפיטורה בטעם משמש 370 גר BONNE MAMAN	24.9		
קונפיטורה ביתי ענבי ציון אוכמניות 600 גרם	26.9		
קונפיטורה ביתי ענבי ציון דובדבן 600 גרם	26.9		
קונפיטורה ביתי ענבי ציון פירות יער 600 גר	26.9		
קונפיטורה ביתי ענבי ציון שזיף 600 גרם	26.9		
קונפיטורה ביתי ענבי ציון תות 600 גרם	26.9		
קונפיטורה ביתית דובדבן חמוציות לייט 600	36.9		
קונפיטורה ביתית משמש לייט 600 גר	36.9		
קונפיטורה ביתית ענבי ציון משמש 600 גרם	26.9		
קונפיטורה ביתית פירות יער לייט 600 גר	36.9		
קונפיטורה ביתית תות לייט 600 גר	36.9		
קונפיטורה דובדבן 340 גרם-צנצנת	20.9		
קונפיטורה דובדבן חמוץ 70% פרי שקדיה 450	12.4		
קונפיטורה דובדבנים ללא חרצנים 1250 גר	41.9		
קונפיטורה חבושים 380 גרם	10.4		
קונפיטורה טרו דובדבן לייט 250 גר	16.8		
קונפיטורה משמש 340 גרם-צנצנת	20.9		
קונפיטורה משמש 70% פרי שקדיה 450	12.4		
קונפיטורה ענבי ציון חמוציות ודובדבן 600	26.9		
קונפיטורה פירות יער עם לינגונברי 1.200 ג	41.9		
קונפיטורה תפוז 70% פרי שקדיה 450	12.4		
קונפיטורת ,תות שדה TAMARA	44.9		
קונפיטורת 70% תפוזים 450 גר	17.9		
קונפיטורת אוכמניות כחולות ודומדמניות 340	19.9		
קונפיטורת דובדבנים לבנים TAMARA	44.9		
קונפיטורת דובדובנים לבנים 400 גר TAMARA	28.9		
קונפיטורת חזרזר 360 גר	19.9		
קונפיטורת חמוציות 360 גר	19.9		
קונפיטורת יד מרדכי משמש 340 גר	19.9		
קונפיטורת יד מרדכי תות 340 גרם	19.9		
קונפיטורת פטל 360 גרם	19.9		
קונפיטורת פטל 400 גר TAMARA	26.9		
קונפיטורת פירות יער 340 גר יד מרדכי	19.9		
קונפיטורת קעזיל 400 גר TAMARA	24.9		
קונפיטורת תות 370 גר BONNE MAMAN	24.9		
קונפיטורת תות שדה 360 גר	19.9		
קונפיטורת תות שדה 400 גר TAMARA	24.9		
"קונצה אי טורו דיאבלו דארק רד 750 מ""ל"	89.9		
קוסטיצה לבן במשקל מניה	199.0		
קוסטיצה שחור במשקל מניה	199.0		
קוסקוס אורגני 500 גרם	14.4		
קוסקוס אמיתי בשקית 350 גרם	8.7		
קוסקוס בינוני 350 גרם	6.5		
קוסקוס דק 350 גרם	6.5		
קוסקוס סולת בינוני מאסטר שף 350 גרם	7.1		
קוסקוס עבה 350 גרם	6.5		
קוסקוס רגיל 350 גרם	6.5		
קופידו-פרלינים בלגים במילוי ויסקי טיצרס	27.9		
קופידו-פרלינים בלגים במילוי קוואנטרו 150	27.9		
קופסת אחסון במבוק פרפרים ב	44.9		
"קופרברג סיידר אגסים 4.5% בקבוק 330 מ""ל"	11.5		
קופרברג סיידר תות ליים 4.5% 330 מל פחית	11.5		
קופרברג סיידר תות ליים 4.5% בקבוק 330 מ	11.5		
קופרברג סיידר תפוח 4.5% בקבוק 330 מ	11.5		
קופרברג קוקטייל גין ופסיפלורה ותפוז 250	12.5		
קוקה ZERO ליטר	7.5		
קוקה קולה 1 ליטר	7.5		
קוקה קולה 1.5 ליטר	8.5		
קוקה קולה 1.5 ליטר ZERO	8.5		
"קוקה קולה 500 מ""ל"	7.9		
"קוקה קולה 500 מ""ל ZERO"	7.9		
קוקה קולה דיאט 1.5 ליטר	8.5		
"קוקה קולה דיאט 500 מ""ל"	7.9		
קוקה קולה דיאט ZERO	45.9		
"קוקה קולה פרידגפק סליק 330 מ""ל שישייה"	24.9		
קוקה קולה שישייה 1.5	45.9		
קוקו מקס חלב קוקוס 1 ליטר קרטונית תריסר	18.9		
"קוקו מקס חלב קוקוס 340 מ""ל"	9.9		
קוקו מקס מי קוקוס 1 ליטר קרטונית תריסר	18.9		
קוקוטים (מאפינס) 50	9.5		
קוקומן חום לבן 20% פחות סוכר 375 גרם	24.9		
"קוקומן כדורים פחות סוכר 375 גרם בד""צ"	24.9		
קוקוס טחון לבן 100 גר	6.5		
"קוקטייל און דה ביץ אה לה קוק 330 מ""ל"	9.9		
"קוקטייל בלו לגון אה לה קוק 330 מ""ל"	9.9		
קוקטייל זיתים 275 גרם בית השיטה	16.9		
קוקטייל זיתים A2 בית השיטה 336 גרם	15.9		
"קוקטייל טומי קולינס אה לה קוק 330 מ""ל"	9.9		
"קוקטייל מוחיטו אה לה קוק 330 מ""ל"	9.9		
"קוקטייל מרגריטה אה לה קוק 330 מ""ל"	9.9		
קוקטייל עוף לולו	55.9		
"קוקטייל פינה קולדה אה לה קוק 330 מ""ל"	9.9		
קוקטייל פירות בכוסות פלס. רביעיות 113 גר	15.5		
קוקטייל פירות ים 500 גר	36.9		
"קוקטייל קוסמופוליטן אה לה קוק 330 מ""ל"	9.9		
קוקטים לאפייה 20 יח 5.50OZ	12.4		
קוקי ניילון נצמד עם גומי אקסטרא לארג	13.2		
קוקי נייר אפיה 40 יחידות	11.5		
קוקי שקיות לצלייה מהירה L 10 יח	12.5		
קוקי שקיות לצלייה מהירה XL 5 יח	12.5		
קורזינוצקי מיקס	44.9		
קוריושקה מעושן במשקל	92.0		
קורנביף 120 גר טירת מבי	15.9		
קורנביף במשקל	139.0		
קורנביף קפוא	59.9		
קורנדביף מעושן חצי זילבר	130.0		
קורנטו קלאסיק וניל 6 יח	34.9		
קורני בייס דרק שוקו 6 יח 138 גר	15.9		
קורני בייס סויט & סולט 6 יח 150 גר	15.9		
קורני בייס קוקונט 6 יח 150 גר	15.9		
קורני מילק דארק וואיט 4 יח 120 גר	15.9		
קורני מילק קלאסיק 4 יח 120 גר	15.9		
קורנישון מיני בצנצנת 720 גרם	14.2		
קורנישונים מוחמצים 680 גר KEN	14.9		
קורנישונים צרפתי דיאדיה וניה 680 גרם	22.9		
קורנית טימין 50גר	13.5		
קורנפלור 200 גרם	4.4		
קורנפלור 500 גרם	10.5		
קורנפלור גלעם 200 גרם	5.7		
קורנפלקס דבש 448 גרם	24.9		
קורנפלקס ללא גלוטן 250 גרם	22.9		
"קורנפלקס ללת""ס אורגני הרדוף 375 גר"	23.9		
קורנפלקס מלא 500 גרם בדץ	26.9		
קורנפלקס פתיתי תירס קלויים ללא גלוטן 500	26.9		
קורנפלקס של אלופים 850 גרם	20.9		
קורקבן הודו טרי	11.9		
קורקבן עוף לולו	18.9		
קטניות עדשים 5*80 גרם אובלקה	16.9		
קטשופ 51% פחות סוכר אורגני 750 גרם	21.9		
קטשופ 550 גר דל מונטה	14.9		
קטשופ אורגני 490 גרם	13.9		
קטשופ אורגני 567 גר	26.9		
קטשופ אסם בקבוק לחיץ 750 גרם	11.9		
קטשופ אסם חריף 750 גרם-בקבוק	17.9		
קטשופ אסם מופחת סוכר 690 גרם	11.9		
קטשופ היינץ 50/50 435 גר	13.2		
קטשופ היינץ חריף 460 גר	15.5		
קטשופ טומטניי 500 גרם	16.9		
קטשופ לצו 500 גרם מחייב	16.9		
קטשופ קלאסי 270 גרם POMIDIUR	8.9		
קיבלר 8 סנדוויץ קרקר גבינה וצדר 311 גרם	39.9		
קידסי סוף טילון רביעיה 100 גרם	9.9		
קיו 10 אופטימום 100	339.9		
קיווי	29.9		
קיווי במשקל	100.0		
קיווי ירוק	21.9		
קיווי משחת נעליים בקופסא שחור 50 מל	8.3		
קיווי צהוב	21.9		
קיוליק קפליות חיסכון (60) כשר	115.9		
קיט קאט מיני 200 גרם	17.9		
קיט קט ציאנקי מיני 194 גרם	17.9		
קיטו נודלס אטריות מלבבות דקל 255 גר	25.9		
קיטניות גריסי שעורה 600 גר אובלקה	6.9		
קייבסקי טורט	113.9		
קייל - כרוב על	16.9		
קילקה בלי ראש במשקל	81.0		
קילקה במלח במשקל	49.0		
קילקה ברוטב עגבניות 240 גר BEST OF RIGA	7.9		
קילקה מטוגנת ברוטב עגבניות 240 גר	10.9		
קילקה מעושן קר במשקל	97.0		
קימל טחון במשקל	89.0		
קינג קול שעועית פינטו 454 גרם	16.9		
קינג קול שעועית שחורה 439 גרם	16.9		
קינג- עוגיות רכות ציפס קרמל מלוח 160 גר	17.9		
קינדר 50 גרם	6.9		
קינדר בואנו לבן בודד 39 גר	6.9		
קינדר בואנו מיני 97 גר	18.9		
קינדר ביצת הפתעה	8.5		
קינדר גוי מארז 1/3	19.9		
קינדר הפי היפו אגוזי לוז חמישייה 103.5 ג	14.9		
קינדר הפי היפו חמישייה 103.5 גר	14.9		
קינדר מקסי שישייה 126 גר	14.5		
קינדר קארדס 25.6 גרם	4.9		
קינדר קארדס חמישייה 128 גרם	19.9		
קינדר שוקובון 125 גרם	17.9		
קינדר שוקולד מארז 200 גרם	14.9		
קינדר שוקולד מיני 120 גרם	16.9		
קינדר שוקולד עם דגנים 94 גר	12.5		
קינואה 3 צבעים עם תירס ברוטב תפוזים 200	17.9		
קינואה 500 גרם	17.5		
קינואה אדומה 500 גר סוגת	19.9		
קינואה אדומה אורגנית 500 גרם	20.9		
קינואה אורגני 500 גר הרדוף	22.9		
"קינואה אורגנית 1 ק""ג"	32.9		
קינואה טריו אורגנית 500 גרם	26.9		
קינואה טריקולור אורגנית 500 גר	24.9		
קינוח DUBAI CRUNCH פיסטוק קדאיף בשוקולד	39.9		
קינוח סופלה בטעם פטל 232 גר BONJOUR	18.9		
קינוח סופלה קלאסיק בשוקולד 232 ג BONJOUR	18.9		
קינוחי גלידה 12 יח	12.9		
קינוחי טירמיסו 12 י	12.9		
קינוחי קרם קרמל 12 י	12.9		
"קינלי 500 מ""ל"	3.1		
"קינלי מארז 500 מ""ל (12 בקבוקים)"	35.7		
קינלי סודה 1.5 ליטר	4.2		
קינלי סודה שישייה 1	18.9		
קינמון טחון 100 גרם	14.5		
קינמון טחון 67 גר	28.9		
קינמון טחון במשקל	59.0		
קיס.שיניים דנטאליים מפלסטיק הוסטס 200 יח	8.9		
קיסם הפלא אריזה ורודה 250	10.9		
קיסם/ מברשת לשיניים 300 יח	17.7		
קיסמי מברשת דו צדדיים 300 יח	9.9		
קיסמי שיניים 500 יח	3.9		
קיסמי שיניים מבמבוק מלחיה 300 יח	3.9		
קיסמי שיניים מלחיה 3	1.9		
קיסמי שיניים רפואיים עם חוט דנטאלי 100 י	13.5		
קיסמים מעוטרים 12 סמ	5.9		
קירצוף וספוג ניקוי SCRUB DADDY	21.9		
קישוא זוקיני צהוב	9.9		
קישוא ממולא אורז תומר 400 גרם	15.9		
קישואא בטעם כבד 200 גר	15.5		
קישואים	8.9		
קישואים באגיקה דיאדיה וניה 460 גרם	19.5		
קישוטי עוגה 150 גרם	27.9		
קישוטי עוגה פרינס/פרינסס 75 גר	20.9		
קישקע ארוז קפוא מזרע	54.9		
קלאודי ביי סוביניון בלאן 2014 700 מל	159.9		
קלאסיק פלוס חלבון רוא טבעוני אורגני	222.9		
קלאסיקו פורטיסימו - קפה דרגה 04 50 גרם	15.9		
קלאסיקו פורטיסימו - קפה דרגה 12 50 גרם	15.9		
קלוגס - דגני בוקר קוקו פופס 330 גרם	31.9		
קלוגס - קורן פלקס דגני בוקר תירס 750 גרם	31.9		
"קלוגס-דגני בוקר ""סמאקס"" 400 גרם"	31.9		
קלוגס-ווראייטי מארז 8 דגני בוקר 196 גרם	27.9		
קלוגס-קורנפלקס דגני בוקר תירס 450 גרם	26.9		
"קלחוני תירס 1 ק""ג סנפרוסט"	22.9		
קליה אוקסי ספריי 750 מל	14.9		
"קלין אפ מרסס 946 מ""ל"	25.9		
קלינקס ממחטות מארז שלישייה 90 יח	12.5		
קלינקס סופט	19.9		
קליפ איט ספליט - אחס	36.9		
קליפות הדר מצופות בשוקולד 200 גרם	18.5		
"קליפסו לימונדה 473 מ""ל"	18.9		
"קליפסו לימונדה תות 473 מ""ל"	18.9		
קליק אין קרם חלבי 38 גרם	8.5		
קליק ביסקוויט 65 גרם	8.5		
קליק חום לבן 65 גרם	8.5		
קליק חטיף שוקולד נוגט וחלב 35 גרם	8.5		
קליק כדורי חלב 65 גרם	8.5		
קליק כריות 65 גרם	8.5		
קליק עוגי 65 גרם	8.5		
קליק קורנפלקס 65 גרם	8.5		
קליק שוקולד חלב עם קורנפלקס ופצפוצים	11.5		
"קלמרי שלם קפוא 1 ק""ג"	99.9		
קלנדולה 50 גר	27.9		
קלנדולה היל קרם לעור (50)	72.9		
קלפני דובדבן 150 גרם	17.5		
קלפני מרענן 150 גרם	17.5		
קלרו טבליות למדיח 30 טבליות	45.9		
"קמבוצה חיה גוניפר אורגני 330 מ""ל"	20.9		
"קמבוצה חיה גינגר אורגני 330 מ""ל"	20.9		
"קמח ""00"" איטלקי לפיצה שף אדום 1 ק""ג"	18.5		
קמח 00 איטלקי כחול 1 קג CAPUTO	17.5		
"קמח 1 ק""ג"	17.9		
"קמח 2 ק""ג"	19.9		
קמח אורז 500 גרם זלאק	11.5		
קמח אורז דגש 500 גרם	13.5		
"קמח ארטיזן ללא צורך בניפוי 1 ק""ג"	13.9		
קמח חומוס 500 גרם	20.9		
קמח חיטה 1 קג	10.9		
"קמח חיטה 63 ללא צורך בניפוי 1 ק""ג"	13.9		
"קמח חיטה לבן 1 ק""ג"	9.9		
"קמח חיטה לבן מנופה 1 ק""ג PIVETTI"	10.9		
"קמח חיטה מנופה לחלה 1 ק""ג PIVETTI"	12.9		
קמח חיטה מנופה רוט 1 קג	6.9		
"קמח חיטה רך מזרח ומערב 1 ק""ג"	10.9		
"קמח חיטה תופח מנופה 1 ק""ג PIVETTI"	12.9		
קמח טפיוקה 500 גרם	12.9		
קמח טפיוקה טבעי ללא גלוטן 400 גרם	13.9		
"קמח כוסמין לבן 1 ק""ג"	16.9		
"קמח כוסמין לבן טבעי 1 ק""ג תבואות"	15.9		
"קמח כוסמין ללא ניפוי אורגני 1 ק""ג"	16.9		
"קמח כוסמין מלא טבעי 1 ק""ג תבואות"	15.9		
קמח כוסמין מלא ללא ניפוי 1 קג	14.9		
"קמח כוסמין מס 14 ללא ניפוי 1 ק""ג"	13.9		
קמח כוסמת 580 גר	11.5		
"קמח כוסמת ירוקה לל""ג אורגני 500 גרם"	19.9		
קמח כרגיל נטול גלוטן ללחם 500 גרם	21.9		
"קמח לבן ללא ניפוי 1 ק""ג"	8.9		
"קמח לבן שטיבל 1 ק""ג"	4.9		
"קמח לחלה מס 18 1 ק""ג"	9.2		
"קמח לחם 1 ק""ג סוגת"	8.9		
"קמח לפסטה סוג ""00"" 1 ק""ג"	17.5		
"קמח מאקפה 2 ק""ג"	25.9		
"קמח מלא 1 ק""ג סוגת"	8.9		
קמח מצה 200 גרם	3.5		
קמח מצה חמץ 500 גרם	6.8		
"קמח מקפה 1 ק""ג"	13.5		
קמח סמולינה 1 ק`ג (חום)	15.9		
קמח עדשים אדומות 500 גרם	16.9		
קמח עדשים אדומות ללא גלוטן 500 גרם	21.9		
"קמח פיצה ופוקצה 1 ק""ג סוגת"	8.9		
קמח קוקוס אורגני גימוקה 500 גרם	17.9		
קמח קוקוס אורגני כרם 250 גרם	11.9		
"קמח קסם 1 ק""ג"	11.5		
"קמח רב תכליתי 1 ק""ג סוגת"	8.9		
קמח שבולת שועל 450 גרם זלאק	9.9		
"קמח שטיבל 13 ללא ניפוי 1 ק""ג"	10.4		
"קמח שטיבל 405 ללא ניפוי 1 ק""ג"	10.4		
"קמח שטיבל 650 ללא ניפוי 1 ק""ג"	9.8		
"קמח שטיבל 80% ללא ניפוי 1 ק""ג"	9.8		
"קמח שטיבל חיטה מלא ללא ניפוי 1 ק""ג"	9.8		
קמח שיבולת שועל מלאה ללא גלוטן 500 גרם	29.9		
קמח שיפון אובלקה 950 גרם	9.9		
"קמח שיפון מלא 1 ק""ג סוגת"	8.9		
קמח שקד קלוף 300 גר	31.9		
קמח שקדים 250 גרם	27.9		
קמח שקדים דגש 250 גרם	27.9		
קמח שקדים כרם - 250 גר	21.9		
קמח שקדים ללא גלוטן 500 גרם	47.9		
קמח שקדים עתיד ירוק 250 גרם	26.9		
"קמח תופח 1 ק""ג סוגת"	8.9		
קמח תופח מנופה רוט 1 קג	7.9		
קמח תופח נטול גלוטן כרגיל 450 גרם	21.9		
קמח תירס 500 גרם	9.9		
"קמח תירס בואקום 1 ק""ג"	18.9		
"קמח תירס הכנה מהירה ללא גלוטן 1 ק""ג"	13.9		
קמח תמי עמילן חיטה ללא גלוטן 500 גרם	22.9		
קמח תמי רב תכליתי ללא גלוטן 500 גרם	22.9		
קמח תמי תופח ללא גלוטן 500 גרם	22.9		
קמח תפוא 500 גרם	7.9		
קמיל בלו אל סבון לתינוק 500 מל	24.9		
קממבר 250 גר	39.9		
קממבר פחם במשקל	139.0		
קממבר צרפתי 150 גרם	19.9		
קממבר צרפתי נייר 250 גרם	31.9		
קממבר צרפתי קופסא 250 גרם	31.9		
קממבר קונפי שחור במשקל	169.0		
קממבר רגיל 140 גר	29.9		
קממברט 125 גרם	21.9		
קממברט בקר בייבי במשקל	129.0		
"קמפבל משקה עגבניות פחית 340 מ""ל"	9.9		
קמפרי 1 ליטר	109.9		
קנור ארומט-אבקת תיבול במיכל 90 גרם	24.9		
קנור מרק בצל רכיבים טבעיים 400 גרם	29.9		
