item_name	itemprice	chain
קוסקוס מלא 350 גרם.	5.9	city market
קוסקוס מרוקאי 800גרם	17.5	Shufersal
קוסקוס מרוקאי 800גרם	15.0	Yellow
"קוסקוס מרוקאי קאינה 1 ק""ג."	18.1	Hazi Hinam
"קוסקוס מרוקאי קאינה 1 ק""ג."	14.9	Rami Levi
"קוסקוס מרוקאי קאינה 1 ק""ג."	14.9	city market
קוסקוס עבה 350 גרם.	3.9	Hazi Hinam
קוסקוס עבה 350 גרם.	5.0	Rami Levi
קוסקוס עבה 350 גרם.	6.5	Tiv Taam
קוסקוס עבה 350 גרם.	6.0	Yellow
קוסקוס עבה 350 גרם.	6.0	Yohananof
קוסקוס עבה 350 גרם.	4.9	city market
קוסקוס עבה בשקית 350 גר.	4.8	Hazi Hinam
קוסקוס עבה בשקית 350 גר.	4.5	Rami Levi
קוסקוס עבה בשקית 350 גר.	5.6	Shufersal
קוסקוס עבה בשקית 350 גר.	7.9	Super Yehuda
קוסקוס עבה בשקית 350 גר.	6.5	Tiv Taam
קוסקוס עבה בשקית 350 גר.	4.8	Yellow
קוסקוס עבה בשקית 350 גר.	4.8	Yohananof
קוסקוס עבה בשקית 350 גר.	5.9	city market
קוסקוס רגיל בשקית 350 גר.	5.6	Hazi Hinam
קוסקוס רגיל בשקית 350 גר.	4.5	Rami Levi
קוסקוס רגיל בשקית 350 גר.	5.6	Shufersal
קוסקוס רגיל בשקית 350 גר.	7.9	Super Yehuda
קוסקוס רגיל בשקית 350 גר.	6.5	Tiv Taam
קוסקוס רגיל בשקית 350 גר.	4.8	Yellow
קוסקוס רגיל בשקית 350 גר.	4.8	Yohananof
קוסקוס רגיל בשקית 350 גר.	5.9	city market
קוסקוס תוניסאי קפוא	15.0	Yellow
קוסקוס תוניסאי קפוא	15.0	Yohananof
קוף משוגע סוכריות	16.0	Super Yehuda
קוף משוגע סוכריות	9.9	city market
קופון יוחננוף רוטב ע	0.01	Yellow
קופון יוחננוף רוטב ע	0.01	Yohananof
קופון מועדון אל סבון	0.01	Yellow
קופון מועדון אל סבון	0.01	Yohananof
קופון מועדון בונבוני	0.01	Yellow
קופון מועדון בונבוני	0.01	Yohananof
קופון מועדון ביצי קי	0.01	Yellow
קופון מועדון ביצי קי	0.01	Yohananof
קופון מועדון לפתניות	0.01	Yellow
קופון מועדון לפתניות	0.01	Yohananof
קופון מועדון סנו ספא	0.01	Yellow
קופון מועדון סנו ספא	0.01	Yohananof
קופון מועדון תחבושות	0.01	Yellow
קופון מועדון תחבושות	0.01	Yohananof
קופון מועדון תיבוליו	0.01	Yellow
קופון מועדון תיבוליו	0.01	Yohananof
קופון מועדון תרסיס ש	0.01	Yellow
קופון מועדון תרסיס ש	0.01	Yohananof
קופסא ל.מ. קליק קפסו	36.0	Super Yehuda
קופסא ל.מ. קליק קפסו	35.5	Tiv Taam
קופסא ל.מ. קליק קפסו	34.0	Yohananof
קופסא ל.מ. קליק קפסו	32.0	city market
קופסא מסטיק בוקסי מנטה אקליפטוס 66 גרם	10.0	Hazi Hinam
קופסא מסטיק בוקסי מנטה אקליפטוס 66 גרם	9.9	city market
קופסא מסטיק מאסט פאן אבטיח מנגו	10.0	Hazi Hinam
קופסא מסטיק מאסט פאן אבטיח מנגו	9.9	city market
קופסא מסטיק קוביות ענבים	10.0	Hazi Hinam
קופסא מסטיק קוביות ענבים	11.5	Shufersal
קופסא מסטיק קוביות ענבים	9.9	Yellow
קופסא מסטיק קוביות ענבים	9.9	Yohananof
קופסא מסטיק קוביות ענבים	9.9	city market
קופסאת מסטיק בזוקה פופים קלאסי	10.0	Hazi Hinam
קופסאת מסטיק בזוקה פופים קלאסי	8.9	Rami Levi
קופסאת מסטיק בזוקה פופים קלאסי	11.5	Shufersal
קופסאת מסטיק בזוקה פופים קלאסי	11.5	Tiv Taam
קופסאת מסטיק בזוקה פופים קלאסי	9.9	Yellow
קופסאת מסטיק בזוקה פופים קלאסי	9.9	Yohananof
קופסאת מסטיק בזוקה פופים קלאסי	9.9	city market
קופסאת מסטיק מאסט באבלמינט	10.0	Hazi Hinam
קופסאת מסטיק מאסט באבלמינט	8.9	Rami Levi
קופסאת מסטיק מאסט באבלמינט	11.5	Shufersal
קופסאת מסטיק מאסט באבלמינט	13.5	Super Yehuda
קופסאת מסטיק מאסט באבלמינט	9.9	Yellow
קופסאת מסטיק מאסט באבלמינט	9.9	Yohananof
קופסאת מסטיק מאסט באבלמינט	9.9	city market
קופסאת מסטיק מאסט בזוקה ענבים	10.0	Hazi Hinam
קופסאת מסטיק מאסט בזוקה ענבים	11.5	Shufersal
קופסאת מסטיק מאסט בזוקה ענבים	13.5	Super Yehuda
קופסאת מסטיק מאסט בזוקה ענבים	11.5	Tiv Taam
קופסאת מסטיק מאסט בזוקה ענבים	9.9	Yellow
קופסאת מסטיק מאסט בזוקה ענבים	9.9	Yohananof
קופסאת מסטיק מאסט בטעם אבטיח מלון 66 גרם	10.0	Hazi Hinam
קופסאת מסטיק מאסט בטעם אבטיח מלון 66 גרם	9.9	city market
קופסאת מסטיק מאסט קוביות תות	10.0	Hazi Hinam
קופסאת מסטיק מאסט קוביות תות	11.5	Tiv Taam
קופסאת מסטיק מאסט קוביות תות	9.9	Yellow
קופסאת מסטיק מאסט קוביות תות	9.9	Yohananof
קופסאת מסטיק מאסט קוביות תות	9.9	city market
קופסה ברודווי ארוך	40.0	Super Yehuda
קופסה ברודווי ארוך	32.0	city market
קופסה גולף גולד ארוך	39.9	Super Yehuda
קופסה גולף גולד ארוך	38.0	Yohananof
קופסה גולף גולד ארוך	33.0	city market
קופסה מונטנה	39.9	Super Yehuda
קופסה מונטנה	33.0	city market
קופסת אחסון זכוכית 8	22.9	Yellow
קופסת אחסון זכוכית 8	22.9	Yohananof
קוצץ ירקות (200W (1-	119.9	Rami Levi
קוצץ ירקות (200W (1-	99.9	city market
קוקה קולה 1 ליטר	7.5	Hazi Hinam
קוקה קולה 1 ליטר	6.5	Rami Levi
קוקה קולה 1 ליטר	7.5	Shufersal
קוקה קולה 1 ליטר	9.1	Super Yehuda
קוקה קולה 1 ליטר	7.5	Tiv Taam
קוקה קולה 1 ליטר	6.6	Yellow
קוקה קולה 1 ליטר	6.6	Yohananof
קוקה קולה 1 ליטר	6.9	city market
קוקה קולה ZERO קלאסי	9.9	Dor Alon
קוקה קולה ZERO קלאסי	8.9	Shufersal
קוקה קולה ZERO קלאסי	6.3	Tiv Taam
קוקה קולה ZERO קלאסי	9.0	city market
קוקה קולה בקבוק  1.5	10.9	Dor Alon
קוקה קולה בקבוק  1.5	8.5	Shufersal
קוקה קולה בקבוק  1.5	8.5	Tiv Taam
קוקה קולה בקבוק  1.5	8.9	city market
קוקה קולה בקבוק 500	9.9	Dor Alon
קוקה קולה בקבוק 500	7.2	Hazi Hinam
קוקה קולה בקבוק 500	5.8	Rami Levi
קוקה קולה בקבוק 500	6.9	Shufersal
קוקה קולה בקבוק 500	9.4	Super Yehuda
קוקה קולה בקבוק 500	6.9	Tiv Taam
קוקה קולה בקבוק 500	6.0	Yellow
קוקה קולה בקבוק 500	6.0	Yohananof
קוקה קולה בקבוק 500	9.0	city market
קוקה קולה דיאט בקבוק	9.9	Dor Alon
קוקה קולה דיאט בקבוק	7.2	Hazi Hinam
קוקה קולה דיאט בקבוק	6.9	Tiv Taam
קוקה קולה דיאט בקבוק	8.0	city market
קוקה קולה דיאט פחית	7.9	Dor Alon
קוקה קולה דיאט פחית	5.3	Hazi Hinam
קוקה קולה דיאט פחית	7.9	Super Yehuda
קוקה קולה דיאט פחית	5.9	Tiv Taam
קוקה קולה דיאט פחית	7.0	city market
קוקה קולה דיאט שישייה 1.5 ליטר	45.9	Hazi Hinam
קוקה קולה דיאט שישייה 1.5 ליטר	45.9	Rami Levi
קוקה קולה דיאט שישייה 1.5 ליטר	45.9	Shufersal
קוקה קולה זירו	9.9	Dor Alon
קוקה קולה זירו	7.2	Hazi Hinam
קוקה קולה זירו	5.8	Rami Levi
קוקה קולה זירו	9.4	Super Yehuda
קוקה קולה זירו	6.9	Tiv Taam
קוקה קולה זירו	6.0	Yellow
קוקה קולה זירו	9.0	city market
קוקה קולה זירו בקבוק	10.9	Dor Alon
קוקה קולה זירו בקבוק	8.5	Shufersal
קוקה קולה זירו בקבוק	10.2	Super Yehuda
קוקה קולה זירו בקבוק	8.5	Tiv Taam
קוקה קולה זירו בקבוק	8.9	city market
קוקה קולה זירו מארז	26.9	Dor Alon
קוקה קולה זירו מארז	19.9	Hazi Hinam
קוקה קולה זירו מארז	20.9	Rami Levi
קוקה קולה זירו מארז	24.9	Shufersal
קוקה קולה זירו מארז	27.9	Super Yehuda
קוקה קולה זירו מארז	24.9	Tiv Taam
קוקה קולה זירו מארז	20.9	Yellow
קוקה קולה זירו מארז	20.9	Yohananof
קוקה קולה זירו מארז	27.9	city market
קוקה קולה זירו פחית	7.9	Dor Alon
קוקה קולה זירו פחית	5.3	Hazi Hinam
קוקה קולה זירו פחית	3.9	Rami Levi
קוקה קולה זירו פחית	6.9	Shufersal
קוקה קולה זירו פחית	7.9	Super Yehuda
קוקה קולה זירו פחית	5.9	Tiv Taam
קוקה קולה זירו פחית	4.5	Yohananof
קוקה קולה זירו פחית	8.0	city market
קוקה קולה מארז שישיי	26.9	Dor Alon
קוקה קולה מארז שישיי	19.9	Hazi Hinam
קוקה קולה מארז שישיי	20.9	Rami Levi
קוקה קולה מארז שישיי	24.9	Shufersal
קוקה קולה מארז שישיי	27.9	Super Yehuda
קוקה קולה מארז שישיי	24.9	Tiv Taam
קוקה קולה מארז שישיי	20.9	Yellow
קוקה קולה מארז שישיי	20.9	Yohananof
קוקה קולה מארז שישיי	27.9	city market
קוקה קולה פחית סליק	7.9	Dor Alon
קוקה קולה פחית סליק	5.3	Hazi Hinam
קוקה קולה פחית סליק	3.9	Rami Levi
קוקה קולה פחית סליק	6.9	Shufersal
קוקה קולה פחית סליק	7.9	Super Yehuda
קוקה קולה פחית סליק	5.9	Tiv Taam
קוקה קולה פחית סליק	4.5	Yellow
קוקה קולה פחית סליק	4.5	Yohananof
קוקה קולה פחית סליק	8.0	city market
קוקה קולה קלאסי	9.9	Dor Alon
קוקה קולה קלאסי	8.9	Shufersal
קוקה קולה קלאסי	9.0	city market
קוקה קולה שישייה       1.5 ליטר	45.9	Hazi Hinam
קוקה קולה שישייה       1.5 ליטר	45.9	Rami Levi
קוקה קולה שישייה       1.5 ליטר	45.9	Shufersal
קוקה קולה שישייה       1.5 ליטר	52.5	Super Yehuda
קוקה קולה שישייה       1.5 ליטר	45.9	Tiv Taam
קוקה קולה שישייה       1.5 ליטר	45.9	Yohananof
קוקה-קולה 1 ליטר	9.5	Super Yehuda
קוקה-קולה 1 ליטר	6.9	city market
קוקהנומיקה בריח לבנד	14.9	Dor Alon
קוקהנומיקה בריח לבנד	13.1	Hazi Hinam
קוקהנומיקה בריח לבנד	13.9	Shufersal
קוקהנומיקה בריח לבנד	14.9	Super Yehuda
קוקהנומיקה בריח לבנד	12.9	Yellow
קוקהנומיקה בריח לבנד	10.9	Yohananof
קוקהנומיקה בריח לבנד	12.9	city market
קוקו מקס חלב קוקוס 1	17.9	Rami Levi
קוקו מקס חלב קוקוס 1	17.9	Shufersal
קוקו מקס חלב קוקוס 1	18.9	Tiv Taam
קוקו מקס חלב קוקוס 1	16.9	city market
"קוקו מקס חלב קוקוס 340 מ""ל"	9.9	Tiv Taam
"קוקו מקס חלב קוקוס 340 מ""ל"	10.0	city market
קוקו מקס מי קוקוס 1 ליטר קרטונית תריסר	18.9	Tiv Taam
קוקו מקס מי קוקוס 1 ליטר קרטונית תריסר	16.9	city market
קוקומן חום לבן 20% מ	27.9	Dor Alon
קוקומן חום לבן 20% מ	21.9	Rami Levi
קוקומן חום לבן 20% מ	24.9	Shufersal
קוקומן חום לבן 20% מ	28.9	Super Yehuda
קוקומן חום לבן 20% מ	24.9	Tiv Taam
קוקומן חום לבן 20% מ	21.9	Yellow
קוקומן חום לבן 20% מ	21.9	Yohananof
קוקומן חום לבן 20% מ	25.9	city market
קוקומן כדורים 375 גר	27.9	Dor Alon
קוקומן כדורים 375 גר	21.9	Rami Levi
קוקומן כדורים 375 גר	24.9	Shufersal
קוקומן כדורים 375 גר	28.9	Super Yehuda
קוקומן כדורים 375 גר	24.9	Tiv Taam
קוקומן כדורים 375 גר	21.9	Yellow
קוקומן כדורים 375 גר	21.9	Yohananof
קוקומן כדורים 375 גר	25.9	city market
קוקוס 100 גרם	4.7	Dor Alon
קוקוס 100 גרם	5.9	city market
קוקוס 200 גרם השף אל	11.9	Super Yehuda
קוקוס 200 גרם השף אל	8.9	city market
קוקוס טחון לבן	6.5	Dor Alon
קוקוס טחון לבן	4.9	Rami Levi
קוקוס טחון לבן	6.5	Tiv Taam
קוקוס טחון לבן	4.9	Yellow
קוקוס טחון לבן	4.9	Yohananof
קוקוס טחון לבן	4.9	city market
קוקוס לבן 400 גרם	14.9	Rami Levi
קוקוס לבן 400 גרם	15.0	Yellow
קוקוס לבן 400 גרם	15.0	Yohananof
קוקטייל בטעם רום אבט	17.9	Dor Alon
קוקטייל בטעם רום אבט	13.1	Hazi Hinam
קוקטייל בטעם רום אבט	14.9	Shufersal
קוקטייל בטעם רום אבט	12.9	Tiv Taam
קוקטייל בטעם רום אננ	17.9	Dor Alon
קוקטייל בטעם רום אננ	13.1	Hazi Hinam
קוקטייל בטעם רום אננ	12.5	Rami Levi
קוקטייל בטעם רום אננ	14.9	Shufersal
קוקטייל בטעם רום אננ	12.9	Tiv Taam
קוקטייל זיתים	14.9	Hazi Hinam
קוקטייל זיתים	9.9	city market
קוקטייל זיתים בית הש	18.9	Dor Alon
קוקטייל זיתים בית הש	14.9	Rami Levi
קוקטייל זיתים בית הש	16.9	Shufersal
קוקטייל זיתים בית הש	16.8	Super Yehuda
קוקטייל זיתים בית הש	15.9	Tiv Taam
קוקטייל זיתים בית הש	16.5	Yellow
קוקטייל זיתים בית הש	16.5	Yohananof
קוקטייל זיתים בית הש	12.9	city market
קוקטייל טרופי 460 גר	9.9	Rami Levi
קוקטייל טרופי 460 גר	9.9	Yohananof
קוקטייל טרופי 460 גר	8.9	city market
קוקטייל עוף מקוצב	49.9	Yellow
קוקטייל עוף מקוצב	49.9	Yohananof
קוקטייל פירות וילי פ	11.9	Dor Alon
קוקטייל פירות וילי פ	11.0	Hazi Hinam
קוקטייל פירות וילי פ	9.9	Rami Levi
קוקטייל פירות וילי פ	10.9	Shufersal
קוקטייל פירות וילי פ	10.9	Tiv Taam
קוקטייל פירות וילי פ	9.9	Yellow
קוקטייל פירות וילי פ	9.9	Yohananof
קוקטייל פירות וילי פ	9.9	city market
קוקטיל טבעות זיתים	15.9	Hazi Hinam
קוקטיל טבעות זיתים	14.9	Shufersal
קוקטיל טבעות זיתים	14.9	Tiv Taam
קוקטיל טבעות זיתים	15.9	Yellow
קוקטיל טבעות זיתים	15.9	Yohananof
קוקטיל טבעות זיתים	15.9	city market
קוקי ניילון נצמד עם גומי MIX	10.0	Hazi Hinam
קוקי ניילון נצמד עם גומי MIX	9.9	Rami Levi
קוקי ניילון נצמד עם גומי MIX	10.0	Shufersal
קוקי ניילון נצמד עם גומי מידה L	10.0	Hazi Hinam
קוקי ניילון נצמד עם גומי מידה L	9.9	Rami Levi
קוקי ניילון נצמד עם גומי מידה L	10.0	Shufersal
קוקי ניילון נצמד עם גומי מידה XL	10.0	Hazi Hinam
קוקי ניילון נצמד עם גומי מידה XL	13.2	Tiv Taam
קוקילידה 80 גרם	12.9	Dor Alon
קוקילידה 80 גרם	14.9	Super Yehuda
קוקילידה 80 גרם	10.0	city market
קוקיס בטעמים במשקל	52.0	Yellow
קוקיס בטעמים במשקל	52.0	Yohananof
קוראסונים  מילוי  ממ	39.9	Dor Alon
קוראסונים  מילוי  ממ	39.9	Tiv Taam
קורנדביף	34.9	Dor Alon
קורנדביף	29.9	Hazi Hinam
קורנדביף	30.7	Shufersal
קורנדביף	28.9	Yellow
קורנדביף	28.9	Yohananof
קורנדביף	34.9	city market
קורנדביף 120 גרם	20.9	Dor Alon
קורנדביף 120 גרם	20.9	Shufersal
קורנדביף 120 גרם	24.9	Super Yehuda
קורנדביף 120 גרם	20.9	Tiv Taam
קורנדביף 120 גרם	16.0	Yellow
קורנדביף 120 גרם	21.9	city market
קורנדביף בקר	130.0	Yellow
קורנדביף בקר	130.0	Yohananof
קורנדביף זוגלובק פר	29.9	Dor Alon
קורנדביף זוגלובק פר	29.9	Shufersal
קורנדביף זוגלובק פר	25.9	Yellow
קורנדביף זוגלובק פר	25.9	Yohananof
קורנדביף זוגלובק פר	31.9	city market
קורנטו בננה שוקוציפ	10.9	Dor Alon
קורנטו בננה שוקוציפ	8.0	city market
קורנטו פסק זמן 64 גר	10.9	Dor Alon
קורנטו פסק זמן 64 גר	9.0	city market
קורני ביג ביג שוקו	6.9	Hazi Hinam
קורני ביג ביג שוקו	6.9	Tiv Taam
קורני ביג ביג שוקו בננה	6.9	Hazi Hinam
קורני ביג ביג שוקו בננה	7.9	Super Yehuda
קורני בייס קרמל & סו	16.9	Dor Alon
קורני בייס קרמל & סו	14.9	Hazi Hinam
קורני בייס קרמל & סו	14.9	Rami Levi
קורני בייס קרמל & סו	15.9	Tiv Taam
קורני בייס קרמל & סו	15.9	Yellow
קורני בייס קרמל & סו	15.9	Yohananof
קורני בייס שוק בננה	16.9	Dor Alon
קורני בייס שוק בננה	14.9	Hazi Hinam
קורני בייס שוק בננה	14.9	Rami Levi
קורני בייס שוק בננה	15.9	Shufersal
קורני בייס שוק בננה	19.9	Super Yehuda
קורני בייס שוק בננה	15.9	Tiv Taam
קורני בייס שוק בננה	15.9	Yellow
קורני בייס שוק בננה	15.9	Yohananof
קורני בייס שוק בננה	13.9	city market
קורני חלבון קוקוס	11.0	Hazi Hinam
קורני חלבון קוקוס	11.2	Tiv Taam
קורני פרי פינאטס מאגדת 6יח	14.9	Hazi Hinam
קורני פרי פינאטס מאגדת 6יח	15.9	Tiv Taam
קורני פרי פינאטס מאגדת 6יח	15.9	Yohananof
קורנישון מלפפון בחומ	11.9	Dor Alon
קורנישון מלפפון בחומ	7.9	city market
קורנית	4.9	Rami Levi
קורנית	4.9	Yellow
קורנית	5.9	city market
קורנית מבושמת	6.9	Super Yehuda
קורנית מבושמת	4.9	city market
קורנית שדות בעמק	6.9	Rami Levi
קורנית שדות בעמק	8.9	Super Yehuda
קורנפלור 400 גר.	6.9	Rami Levi
קורנפלור 400 גר.	7.5	Tiv Taam
קורנפלור 400 גר.	7.9	Yohananof
קורנפלור 400 גר.	6.9	city market
קורנפלור 500 גרם	10.5	Tiv Taam
קורנפלור 500 גרם	7.0	Yellow
קורנפלור 500 גרם	7.0	Yohananof
קורנפלור 500 גרם	7.9	city market
קורנפלור 500 גרם הנמ	6.0	Rami Levi
קורנפלור 500 גרם הנמ	6.0	Yellow
קורנפלור 500 גרם הנמ	6.0	Yohananof
קורנפלור בשקית 200 ג	4.5	Dor Alon
קורנפלור בשקית 200 ג	4.2	Rami Levi
קורנפלור בשקית 200 ג	4.9	Shufersal
קורנפלור בשקית 200 ג	4.4	Tiv Taam
קורנפלור בשקית 200 ג	4.5	Yellow
קורנפלור בשקית 200 ג	4.5	Yohananof
קורנפלור בשקית 200 ג	3.9	city market
קורנפלור גלעם 200 גרם	5.7	Tiv Taam
קורנפלור גלעם 200 גרם	3.5	Yellow
קורנפלור גלעם 200 גרם	3.5	Yohananof
קורנפלור גלעם 200 גרם	4.9	city market
קורנפלקס אלופים 410	19.9	Dor Alon
קורנפלקס אלופים 410	13.9	city market
קורנפלקס בנגיעות דבש	24.9	Dor Alon
קורנפלקס בנגיעות דבש	19.9	Hazi Hinam
קורנפלקס בנגיעות דבש	19.9	Rami Levi
קורנפלקס בנגיעות דבש	24.9	Shufersal
קורנפלקס בנגיעות דבש	24.9	Super Yehuda
קורנפלקס בנגיעות דבש	24.9	Tiv Taam
קורנפלקס בנגיעות דבש	19.9	Yellow
קורנפלקס בנגיעות דבש	19.9	Yohananof
קורנפלקס בנגיעות דבש	19.9	city market
קורנפלקס ללא גלוטן 5	26.9	Dor Alon
קורנפלקס ללא גלוטן 5	17.9	Rami Levi
קורנפלקס ללא גלוטן 5	26.9	Tiv Taam
קורנפלקס ללא גלוטן 5	17.9	Yohananof
קורנפלקס ללא גלוטן 5	24.9	city market
קורנפלקס מייפל 448 גרם.	19.9	Hazi Hinam
קורנפלקס מייפל 448 גרם.	19.9	city market
קורנפלקס קמח מלא בד'	19.9	Rami Levi
קורנפלקס קמח מלא בד'	26.9	Tiv Taam
קורנפלקס קמח מלא בד'	19.9	city market
קורנפלקס תלמה 850 גר	25.9	Dor Alon
קורנפלקס תלמה 850 גר	19.9	Hazi Hinam
קורנפלקס תלמה 850 גר	19.9	Rami Levi
קורנפלקס תלמה 850 גר	20.9	Shufersal
קורנפלקס תלמה 850 גר	22.9	Super Yehuda
קורנפלקס תלמה 850 גר	20.9	Tiv Taam
קורנפלקס תלמה 850 גר	19.9	Yellow
קורנפלקס תלמה 850 גר	19.9	Yohananof
קורנפלקס תלמה 850 גר	24.9	city market
קורקבן עוף  טרי	9.9	Yellow
קורקבן עוף  טרי	9.9	Yohananof
"קטניות מן הטבע 1 ק""ג"	10.0	Shufersal
"קטניות מן הטבע 1 ק""ג"	10.0	Yellow
קטניות מן הטבע 300 גרם	10.0	Shufersal
קטניות מן הטבע 300 גרם	10.0	Yellow
קטניות מן הטבע 500 גרם	10.0	Shufersal
קטניות מן הטבע 500 גרם	10.0	Yellow
קטניות מן הטבע 800 גרם	10.0	Shufersal
קטניות מן הטבע 800 גרם	10.0	Yellow
קטניות מן הטבע 800 גרם	10.0	city market
קטשופ אורגני 490 גרם	12.9	Shufersal
קטשופ אורגני 490 גרם	13.9	Tiv Taam
"קטשופ היינץ  כשל""פ 700"	14.9	Shufersal
"קטשופ היינץ  כשל""פ 700"	17.9	city market
קטשופ היינץ 50/50	10.0	Hazi Hinam
קטשופ היינץ 50/50	11.6	Rami Levi
קטשופ היינץ 50/50	12.5	Shufersal
קטשופ היינץ 50/50	15.9	Super Yehuda
קטשופ היינץ 50/50	13.2	Tiv Taam
קטשופ היינץ 50/50	13.9	city market
קטשופ היינץ 700 גרם	12.9	Hazi Hinam
קטשופ היינץ 700 גרם	14.9	Rami Levi
קטשופ היינץ 700 גרם	14.9	Shufersal
קטשופ היינץ 700 גרם	18.9	Super Yehuda
קטשופ היינץ 700 גרם	14.9	Tiv Taam
קטשופ היינץ 700 גרם	12.9	Yellow
קטשופ היינץ 700 גרם	12.9	Yohananof
קטשופ היינץ 700 גרם	14.9	city market
קטשופ היינץ חריף 460 גרם	10.0	Hazi Hinam
קטשופ היינץ חריף 460 גרם	11.9	Rami Levi
קטשופ היינץ חריף 460 גרם	12.5	Shufersal
קטשופ היינץ חריף 460 גרם	15.9	Super Yehuda
קטשופ היינץ חריף 460 גרם	15.5	Tiv Taam
קטשופ היינץ חריף 460 גרם	8.9	Yellow
קטשופ היינץ מופחת סוכר	10.0	Hazi Hinam
קטשופ היינץ מופחת סוכר	11.6	Rami Levi
קטשופ היינץ מופחת סוכר	10.9	Shufersal
קטשופ היינץ מופחת סוכר	15.9	Super Yehuda
קטשופ היינץ מופחת סוכר	10.9	Tiv Taam
קטשופ היינץ מופחת סוכר	14.9	city market
קטשופ טומטניי 500 גרם	16.9	Tiv Taam
קטשופ טומטניי 500 גרם	9.9	city market
קטשופ עגבניות MUTTI	15.9	Dor Alon
קטשופ עגבניות MUTTI	14.1	Hazi Hinam
קטשופ עגבניות MUTTI	15.5	Tiv Taam
קטשופ עגבניות MUTTI	15.0	Yellow
קיבלר קרקר גבינת צדר	4.9	Dor Alon
קיבלר קרקר גבינת צדר	3.9	Super Yehuda
קיבלר קרקר גבינת צדר	3.9	city market
קיבלר קרקר קלאב צדר	4.9	Dor Alon
קיבלר קרקר קלאב צדר	3.9	Super Yehuda
קיבלר קרקר קלאב צדר	4.9	city market
קיבלר קרקר שמינייה ג	31.9	Super Yehuda
קיבלר קרקר שמינייה ג	39.9	Tiv Taam
"קידס אלסבון ושמפו ויטמינים 750 מ""ל ד""ר פישר"	17.1	Hazi Hinam
"קידס אלסבון ושמפו ויטמינים 750 מ""ל ד""ר פישר"	16.9	Rami Levi
"קידס אלסבון ושמפו ויטמינים 750 מ""ל ד""ר פישר"	17.0	Yellow
"קידס אלסבון ושמפו ויטמינים 750 מ""ל ד""ר פישר"	17.0	Yohananof
קידס ויטמינים קצף אמ	16.9	Rami Levi
קידס ויטמינים קצף אמ	18.9	Tiv Taam
קידס ויטמינים קצף אמ	17.0	Yellow
קידס ויטמינים קצף אמ	17.0	Yohananof
קידס מגבונים הגיינים	6.0	Hazi Hinam
קידס מגבונים הגיינים	7.1	Tiv Taam
קיווי צהוב ייבוא ארו	24.9	Dor Alon
קיווי צהוב ייבוא ארו	17.8	Rami Levi
קיווי צהוב ייבוא ארו	24.9	Shufersal
קיווי צהוב ייבוא ארו	17.9	Yellow
קיווי צהוב ייבוא ארו	17.9	Yohananof
קיווי צהוב ייבוא ארו	19.9	city market
קייגון תיבול מיכל	10.0	Hazi Hinam
קייגון תיבול מיכל	11.9	Shufersal
קייגון תיבול מיכל	13.9	Super Yehuda
קייל - כרוב על	16.9	Tiv Taam
קייל - כרוב על	13.9	city market
קימל טחון	16.1	Hazi Hinam
קימל טחון	19.9	city market
קינג דיווד רוזה	19.1	Hazi Hinam
קינג דיווד רוזה	18.9	Rami Levi
קינג דיווד רוזה	18.9	Yellow
קינג דיווד רוזה	18.9	Yohananof
קינדר בואנו ביצים	15.0	Hazi Hinam
קינדר בואנו ביצים	13.7	Rami Levi
קינדר בואנו ביצים	13.9	Yellow
קינדר בואנו ביצים	14.9	city market
קינדר בואנו לבן שליש	17.9	Dor Alon
קינדר בואנו לבן שליש	11.9	Hazi Hinam
קינדר בואנו לבן שליש	13.9	Rami Levi
קינדר בואנו לבן שליש	14.9	Shufersal
קינדר בואנו לבן שליש	17.9	Super Yehuda
קינדר בואנו לבן שליש	14.9	Tiv Taam
קינדר בואנו לבן שליש	13.9	Yellow
קינדר בואנו לבן שליש	13.9	Yohananof
קינדר בואנו לבן שליש	10.0	city market
קינדר בואנו מיני 97 גרם	12.9	Hazi Hinam
קינדר בואנו מיני 97 גרם	14.9	Rami Levi
קינדר בואנו מיני 97 גרם	16.9	Shufersal
קינדר בואנו מיני 97 גרם	18.9	Tiv Taam
קינדר בואנו מיני 97 גרם	15.5	Yellow
קינדר בואנו מיני 97 גרם	15.5	Yohananof
קינדר בואנו מיני 97 גרם	14.9	city market
קינדר בואנו קלאסי של	17.9	Dor Alon
קינדר בואנו קלאסי של	11.9	Hazi Hinam
קינדר בואנו קלאסי של	13.9	Rami Levi
קינדר בואנו קלאסי של	14.9	Shufersal
קינדר בואנו קלאסי של	17.9	Super Yehuda
קינדר בואנו קלאסי של	14.9	Tiv Taam
קינדר בואנו קלאסי של	13.9	Yellow
קינדר בואנו קלאסי של	13.9	Yohananof
קינדר דליס עשיריה	31.9	Dor Alon
קינדר דליס עשיריה	25.9	Hazi Hinam
קינדר דליס עשיריה	23.5	Rami Levi
קינדר דליס עשיריה	25.9	Shufersal
קינדר דליס עשיריה	31.9	Super Yehuda
קינדר דליס עשיריה	22.9	Tiv Taam
קינדר דליס עשיריה	23.5	Yellow
קינדר דליס עשיריה	23.5	Yohananof
קינדר דליס עשיריה	23.9	city market
קינדר הפי היפו	6.9	Dor Alon
קינדר הפי היפו	3.9	city market
קינדר הפי היפו קקאו	19.9	Dor Alon
קינדר הפי היפו קקאו	13.9	Hazi Hinam
קינדר הפי היפו קקאו	15.7	Rami Levi
